feature,pitch1_mean,pitch2_mean,mean_diff,cohens_d,p_value,significant
vertical_rise,0.6580691571529118,1.3085763617008173,0.6505072045479054,1.9745302650207333,0.0,***
spin_axis_deviation_from_fastball,44.906693600723926,33.94045555721739,10.966238043506536,0.7134097977020234,0.0,***
sink_rate,-0.52708444404449,-3.791343109454137,3.2642586654096473,0.5437014157443317,0.0,***
