pitcher,avg_speed,avg_spin,avg_pfx_x,avg_pfx_z
425794,80.80812865497076,2323.4163742690057,0.11360233918128654,0.24754385964912282
425844,84.35834896810506,2235.6163227016887,-0.047926829268292684,0.4827861163227017
434378,88.79280464216635,2478.2719535783367,-0.18407736943907155,0.6801547388781432
445276,93.15952712100139,2569.682892906815,0.09515994436717663,1.284700973574409
445926,87.90919117647059,2150.6966911764707,-0.5380698529411765,0.68375
446372,84.51274725274726,2305.3747252747253,-0.10297802197802199,0.5115054945054945
448179,80.0068227694792,2378.6467501009283,0.4294832458619297,0.2409568025837707
450203,88.04577464788733,2629.089084507042,-0.11457042253521127,0.08510211267605634
453178,89.27452229299364,1881.7770700636943,-0.6363694267515924,1.132579617834395
453268,90.90727470141151,2574.0347448425623,-0.19019543973941366,0.42896851248642776
453286,87.88921651221567,2256.3331929233364,-0.3730244313395114,0.6313058129738838
455117,49.126666666666665,1157.1,-0.452,1.4663333333333335
455119,93.13833097595474,2095.2121640735504,-0.4161244695898161,0.8080339462517679
456501,89.04220930232559,2044.7511627906977,-0.7998255813953489,0.8738488372093023
456713,87.32371134020619,2437.1494845360826,0.07994845360824743,0.48407216494845356
458681,89.44876928126027,2403.1595011486706,-0.16602559894978666,0.6982244830981292
471911,88.21419518377694,2039.613434727503,-0.35423954372623573,0.361254752851711
472551,88.165,2120.0071428571428,-0.6795,0.7608571428571428
472610,91.00436991869918,2224.8302845528456,-0.2936382113821138,0.6360162601626017
476595,81.09516728624534,2586.6654275092937,0.8814869888475837,0.056208178438661716
477132,85.72233250620347,2372.761290322581,0.23386104218362283,0.5978213399503721
488984,89.84248554913295,2403.315028901734,-0.36624277456647397,0.8460115606936417
489119,86.41426282051282,2118.741452991453,-0.24290598290598292,0.744017094017094
489446,90.01827651515151,1881.4517045454545,-1.0603882575757575,0.5895738636363637
493603,87.54612365063788,2374.1756624141317,-0.25090284592737977,0.3483709519136408
500743,53.25135135135135,1434.4324324324325,-0.3162162162162162,1.2845945945945947
500779,86.1849348534202,1988.3135179153094,-0.43635993485342023,0.6414576547231271
500871,57.11590909090909,1558.1363636363637,-2.523234146875356e-18,1.1222727272727273
502043,87.58389170896785,2191.300507614213,-0.3448257191201354,0.5299966159052454
502083,89.09674796747967,2187.0,-0.6456910569105692,0.5783739837398374
502085,89.32066666666667,2692.733333333333,0.363,0.4942857142857143
502171,90.40184664793256,2004.8924126856684,-0.8018747490967483,0.10645925331192292
502179,79.96138613861386,2626.0495049504952,0.7400990099009901,0.19455445544554453
502202,88.25493827160493,2233.3765432098767,-0.24466049382716049,0.9762962962962963
502624,88.25977941176471,2289.108823529412,-0.351875,0.7370367647058823
506433,87.82991414369634,2505.8264798915498,0.10255761409850882,0.346086760054225
506702,80.31666666666666,1882.111111111111,-0.7783333333333333,1.366111111111111
517008,91.67903225806452,2234.7903225806454,-0.05919354838709677,1.116774193548387
518397,90.60834553440702,2215.610541727672,-0.8848169838945827,0.2131185944363104
518489,91.45531177829099,2368.7621247113166,-0.1892956120092379,0.7333487297921478
518516,85.27571428571429,2135.094285714286,-0.08348571428571429,0.6418571428571429
518585,87.66372819100093,1799.9265381083562,-0.2594398530762167,0.7687511478420569
518617,91.969769874477,2251.094142259414,-0.9433054393305439,0.6840585774058577
518626,84.23636363636363,2047.3636363636363,-0.7545454545454546,0.7990909090909092
518876,89.69192364170337,2302.9379588839943,-0.5748421439060205,0.5625330396475771
518886,92.64438502673796,2437.646167557932,-0.3144652406417112,0.6050089126559716
519008,83.79019607843138,1956.0,-0.42588235294117643,-0.3141176470588235
519043,88.94259708737864,2232.2014563106795,-0.787997572815534,0.7531432038834952
